fas4,lifesat,wemwbs,sebdtot,physact60,schoolid_anonymous,genid_sab6,meanpsychcomplfreq,dailyfruitveg,pastmonthcann,drink2bin,weeklysmoker,vigpaguidance,age1,ethnic2,bullyvictim
8,6,23,23,1,133,1,3.75,0,0,0,0,0,14,1,1
11,9,29,5,7,133,1,1.25,1,0,1,0,1,14,0,0
NA,0,11,24,0,133,2,5,0,1,1,1,0,15,1,1
4,7,25,8,7,133,7,2.5,0,0,0,0,1,14,0,1
12,6,25,13,1,133,1,4,0,0,0,0,0,14,0,0
9,9,32,7,7,133,1,1.5,1,0,0,0,1,14,0,0
8,9,35,8,7,133,1,1.25,1,0,0,0,1,14,0,0
12,9,27,14,3,133,2,2.5,0,0,NA,0,1,14,0,0
6,8,21,9,2,133,2,2.25,0,0,0,0,0,14,1,0
9,8,28,8,6,133,6,2.25,1,0,0,0,0,14,0,0
11,8,26,12,2,133,1,2,0,0,0,NA,0,14,0,1
12,7,25,13,4,133,2,1.5,0,0,0,0,0,14,0,1
10,6,24,8,5,133,2,3.75,0,0,1,0,1,14,0,0
11,9,24,17,0,133,1,2,0,0,0,0,0,14,1,0
NA,7,25,14,2,133,1,3,0,0,0,0,0,14,0,0
13,8,21,17,4,133,1,3,0,0,1,0,0,15,0,0
8,9,25,6,4,133,1,1,0,0,0,0,1,16,1,0
7,8,24,6,4,133,2,2,0,0,0,0,0,14,0,0
11,8,28,4,5,133,1,1.25,0,0,0,0,1,14,0,0
9,7,27,13,5,133,2,2.25,1,0,0,0,0,14,0,0
9,7,22,12,3,133,NA,3.5,0,0,0,0,0,15,0,1
5,7,22,16,5,133,2,3.25,0,0,0,0,1,15,0,0
12,8,29,5,7,133,1,1,1,0,0,0,1,15,0,0
6,8,17,12,4,133,1,1.75,0,0,1,0,0,14,0,0
9,7,24,9,2,133,1,1.75,0,0,0,0,0,14,0,0
11,6,19,11,0,133,1,2,0,0,0,0,0,14,0,0
9,8,21,12,7,133,1,2,1,0,0,0,1,14,0,0
NA,NA,NA,NA,NA,133,1,4.25,0,0,0,0,0,15,NA,NA
6,8,27,16,0,133,1,1,0,0,0,0,0,14,0,1
4,8,14,20,5,133,6,3.5,1,NA,0,0,1,14,0,0
8,8,27,30,7,133,1,4,0,0,0,0,1,15,0,0
10,7,27,2,7,133,1,1.5,0,0,0,0,1,15,0,0
NA,6,NA,NA,NA,133,1,NA,NA,0,0,NA,NA,14,NA,NA
3,4,17,18,4,102,2,4,0,0,1,0,0,14,0,0
7,5,23,NA,NA,102,2,4.5,0,0,0,NA,1,14,0,1
7,4,23,21,4,102,2,4.75,0,0,0,0,0,14,1,NA
6,8,25,18,7,102,2,3,1,0,0,0,0,14,0,1
6,NA,17,25,7,102,1,4,0,0,1,1,1,14,0,NA
8,9,24,13,1,102,1,1,0,0,0,0,0,14,0,0
11,9,29,7,6,102,1,2.25,0,0,1,0,1,14,0,0
8,8,23,12,4,102,2,2.75,0,1,1,0,1,14,0,0
12,9,30,10,0,102,2,2,0,0,1,0,0,14,0,1
10,8,27,10,5,102,1,1.5,0,0,0,0,1,14,0,0
12,5,24,10,3,102,2,3,0,0,0,0,0,14,0,0
10,9,32,4,5,102,2,2,0,0,1,0,1,14,0,0
6,5,19,30,3,102,2,3.75,0,1,1,1,0,15,0,1
11,7,20,18,5,102,2,3.5,0,0,1,0,1,14,0,0
7,10,35,8,7,102,1,2,0,0,0,0,1,15,0,0
8,5,17,15,4,102,2,2.25,0,0,0,0,0,14,0,0
NA,10,NA,NA,NA,102,1,NA,0,NA,NA,NA,NA,15,NA,NA
10,7,34,3,3,102,2,1.75,0,0,1,0,0,14,0,0
9,0,27,NA,7,102,1,3,0,0,NA,0,1,14,0,0
NA,NA,NA,NA,NA,102,1,NA,0,0,0,0,NA,14,1,NA
12,5,20,14,6,102,2,3.25,0,0,0,0,1,14,0,0
13,4,17,20,7,102,2,4.5,0,0,1,0,1,14,0,0
7,6,22,NA,3,102,1,2.5,0,0,1,0,0,14,1,NA
NA,NA,25,10,5,102,1,1,1,0,NA,0,1,14,0,0
9,5,22,16,4,102,1,3.5,0,0,0,0,1,14,0,0
11,7,21,9,5,102,1,1.75,0,0,1,0,0,15,0,0
11,5,19,20,4,102,2,3.75,0,0,0,0,0,14,0,1
9,5,21,21,NA,102,6,4,0,0,0,0,0,15,0,1
7,6,21,24,6,102,1,3.5,0,0,1,0,0,NA,0,0
10,8,21,6,5,102,1,1,0,0,NA,0,1,15,0,NA
6,10,33,13,4,102,1,2.5,1,0,0,0,1,15,0,0
10,10,28,NA,7,102,1,1.75,1,NA,0,0,1,14,0,NA
NA,5,27,NA,4,102,1,NA,0,0,1,0,1,15,0,0
9,7,27,12,NA,102,1,1,0,0,0,0,0,14,0,1
10,6,16,21,4,102,NA,4.75,0,0,1,0,1,14,0,0
11,5,25,18,0,102,2,3.75,0,0,1,0,0,14,0,0
7,8,23,NA,NA,102,1,1,0,NA,NA,NA,NA,14,0,NA
11,6,16,NA,4,102,2,4,NA,0,0,0,1,14,0,NA
12,6,21,21,5,102,1,4,0,NA,NA,0,1,14,0,NA
11,8,25,NA,5,102,2,1.75,0,0,0,0,0,14,0,NA
8,8,22,NA,3,102,1,3,0,0,0,0,0,14,0,1
6,5,NA,NA,NA,102,1,2,NA,NA,NA,NA,NA,14,0,NA
12,6,24,14,5,102,2,3.25,0,0,1,0,0,14,0,0
8,5,19,27,NA,102,2,4.5,0,0,0,NA,1,NA,0,1
8,8,15,5,3,102,1,1,0,0,0,0,0,15,0,0
5,6,16,13,1,102,1,3.5,0,0,0,0,0,14,0,0
8,8,23,11,3,102,1,2,0,0,0,0,1,14,0,0
6,7,16,14,3,102,1,3.5,0,0,0,0,1,14,0,0
11,4,12,26,0,102,1,3.75,0,0,0,0,0,14,0,0
5,3,NA,20,NA,102,2,NA,0,0,1,NA,0,15,0,1
11,7,22,21,4,102,1,2.75,0,0,0,0,1,14,1,0
9,7,22,12,1,102,1,1.5,0,0,1,0,0,14,0,0
12,7,26,16,4,102,1,2,0,0,0,0,1,15,0,0
NA,5,15,24,NA,102,NA,5,1,0,1,1,0,NA,0,0
9,4,23,13,3,102,2,4.25,0,0,1,0,1,14,0,0
9,9,27,14,4,207,1,1.25,1,0,0,0,1,12,0,0
11,7,25,17,2,102,2,3.25,0,0,1,0,0,15,0,1
9,7,22,9,4,102,1,3,0,0,0,0,1,14,0,0
10,7,18,17,6,102,1,2,0,0,0,0,1,14,0,0
NA,7,25,10,6,102,1,1.75,0,0,0,0,1,14,0,0
7,8,28,18,3,102,1,2.25,0,0,1,0,0,14,0,0
10,8,19,23,2,207,2,4.75,0,0,0,0,0,13,0,1
5,8,21,20,4,207,2,2.75,0,0,0,0,0,12,0,0
9,7,20,17,3,207,2,4.25,1,0,1,0,0,12,0,0
7,8,18,29,4,207,2,4.25,0,0,0,0,0,12,0,0
10,6,17,NA,NA,102,1,2,1,0,0,0,1,15,0,NA
8,8,21,12,3,102,1,2.25,0,0,0,0,0,15,0,0
10,8,25,7,5,207,2,1.5,1,0,0,0,0,13,0,0
11,9,29,17,4,207,2,3.5,1,0,0,0,1,12,0,0
7,4,24,16,5,207,1,3.5,1,0,0,0,1,12,0,0
7,4,14,20,1,207,1,3.75,0,0,0,0,0,13,0,0
11,7,21,16,2,207,2,2.75,0,0,0,0,0,13,0,0
11,8,20,15,2,207,2,1.25,0,0,0,0,0,13,0,0
9,5,18,20,4,207,1,4,0,0,1,0,1,12,0,1
11,6,18,11,6,207,2,3,1,0,0,0,1,12,0,0
12,0,12,18,7,102,1,4,0,0,1,0,0,NA,0,0
8,8,21,NA,4,102,1,1,0,0,1,0,1,14,0,NA
13,6,25,20,7,207,1,2.75,NA,0,0,0,1,NA,0,1
5,5,23,NA,0,102,1,2,NA,NA,NA,NA,NA,14,0,NA
7,9,NA,9,2,207,1,NA,1,0,0,0,1,12,0,0
NA,NA,NA,30,5,207,4,3,0,0,0,0,NA,12,0,1
11,6,7,30,2,133,1,NA,0,0,0,0,1,11,1,0
10,10,27,18,3,133,1,2.75,0,0,0,0,1,11,1,0
13,7,24,12,5,133,2,2.25,0,0,0,0,1,12,0,0
8,8,26,10,5,207,1,2,0,0,0,0,0,12,0,0
9,6,24,16,3,133,2,2.75,0,0,0,0,1,11,0,0
13,3,13,30,6,133,2,4,0,0,0,0,1,11,0,1
10,10,33,8,5,133,1,1.5,0,0,0,0,0,12,0,0
7,10,34,7,7,133,1,1.5,0,0,0,0,1,11,1,0
11,7,24,NA,4,133,2,2.25,0,NA,NA,NA,1,11,0,NA
13,8,26,20,5,133,2,2.25,1,0,0,0,0,12,0,0
10,6,19,16,2,133,2,1.75,0,0,0,0,0,11,0,NA
12,10,29,9,2,133,1,2.25,0,0,0,0,0,12,0,0
8,6,17,22,4,133,1,4,0,0,0,0,0,11,0,0
7,7,25,7,5,133,2,1.5,0,0,0,0,0,11,1,0
6,7,28,20,3,133,2,2.25,0,0,0,0,0,11,0,1
10,6,18,12,2,133,2,2.25,0,0,0,0,0,11,0,1
12,9,20,18,7,133,2,NA,1,0,0,0,1,12,0,1
6,5,18,28,0,102,1,3,0,0,0,0,1,14,0,0
11,8,NA,NA,3,133,2,4.75,0,0,0,0,1,11,0,NA
10,8,26,10,4,133,1,3.75,1,0,0,0,1,11,0,1
6,6,NA,18,2,133,1,3.25,0,0,0,0,0,12,0,1
11,7,25,9,4,133,2,2.5,1,0,0,0,0,12,0,0
9,5,23,24,3,133,NA,3.25,0,0,0,0,0,12,0,1
9,4,7,12,7,133,2,2,1,0,0,0,1,11,0,1
8,5,NA,NA,NA,102,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA
11,8,24,7,5,58,1,1.75,0,0,0,0,1,14,0,1
12,5,20,19,3,58,2,3.5,0,0,1,0,0,14,0,0
10,7,19,6,2,58,2,1,0,0,0,0,0,14,0,0
13,3,11,28,5,58,2,4.75,0,0,0,0,0,15,0,0
13,5,17,16,7,58,2,2,0,0,1,0,1,14,0,0
13,8,29,9,3,58,NA,1.75,1,0,0,0,0,NA,0,0
13,7,24,20,5,58,2,4.5,0,0,0,0,1,14,0,1
12,7,23,15,4,58,2,1.75,0,0,0,0,1,15,0,0
4,6,28,20,4,58,1,1,1,0,0,0,0,15,1,0
9,8,20,19,5,58,1,2.75,0,0,0,0,0,16,1,0
7,10,28,8,7,58,1,1.75,0,0,1,0,0,14,0,0
11,7,22,NA,4,133,2,2.25,0,0,0,0,1,11,0,0
11,10,27,11,7,58,1,1.75,0,0,0,0,1,14,1,0
9,2,15,25,3,58,2,4,0,0,1,NA,0,14,0,0
4,6,NA,NA,NA,58,2,3.5,NA,NA,NA,NA,NA,16,1,NA
11,7,NA,14,6,58,1,3,0,0,NA,0,1,14,0,0
7,4,16,7,7,153,2,4,1,0,1,0,1,15,0,0
12,5,21,13,2,153,2,3.75,0,0,1,NA,0,15,0,0
4,5,19,21,1,156,2,5,0,0,NA,NA,0,15,0,1
6,7,21,10,5,174,2,NA,0,0,0,0,1,12,1,1
10,7,NA,7,4,174,2,NA,0,0,NA,0,NA,NA,NA,NA
8,9,17,6,4,174,2,1.75,0,0,0,0,0,11,1,0
5,4,21,19,5,174,2,4.25,0,0,0,0,NA,11,1,0
4,10,22,16,4,174,1,2.25,0,0,0,0,0,11,0,0
9,9,27,14,7,174,2,1.75,0,0,0,0,0,11,1,0
3,8,23,10,5,174,1,1,0,0,0,0,1,11,1,0
10,4,23,14,5,174,1,2.75,0,0,0,0,1,11,1,1
6,4,18,24,1,174,2,3.75,0,0,1,0,0,11,NA,0
4,9,NA,7,6,174,1,NA,1,0,0,0,0,12,1,0
5,9,26,7,7,174,1,2,0,0,0,0,1,12,0,1
6,10,30,8,7,174,1,1,1,0,0,0,1,12,1,0
8,8,22,NA,NA,174,1,1.75,0,0,0,0,0,11,0,0
11,8,23,15,5,174,1,1.5,0,0,0,0,1,12,0,0
7,NA,29,3,3,174,1,NA,NA,0,0,0,1,12,0,0
6,8,26,16,5,174,1,2.5,1,0,0,0,1,11,0,1
6,NA,NA,10,3,174,2,1.75,0,0,0,0,NA,11,1,0
8,8,24,10,3,174,2,3.5,1,0,0,0,1,11,1,1
9,9,28,7,3,174,2,NA,0,0,0,0,1,11,1,0
11,6,22,12,NA,174,2,4.75,0,0,0,0,0,12,0,0
4,7,23,11,5,174,2,2,0,0,0,0,1,11,0,1
NA,3,22,19,1,174,1,1.5,0,0,0,0,0,12,1,0
7,9,27,14,2,174,1,2.5,0,0,0,NA,1,11,1,1
8,9,20,5,5,174,1,2.5,0,0,0,0,1,11,0,0
5,8,28,10,6,174,1,2,0,0,0,0,0,11,1,1
10,10,NA,18,7,174,1,2.75,0,0,NA,0,1,11,0,0
2,7,15,NA,4,174,1,3.25,0,0,NA,NA,1,11,NA,1
6,8,28,5,5,174,1,2.5,0,0,0,0,1,12,1,0
NA,8,25,8,3,174,1,1.5,0,0,0,0,NA,12,1,0
NA,9,28,6,4,174,1,2.75,0,0,0,0,NA,12,0,1
NA,10,NA,5,NA,174,1,2.75,1,0,0,0,1,11,NA,0
12,9,20,15,5,174,1,1.5,0,NA,NA,0,0,12,0,NA
8,4,26,19,4,174,2,4,0,0,0,0,0,11,0,1
9,9,22,NA,5,174,1,1,0,0,0,0,0,12,NA,0
NA,7,NA,NA,NA,174,1,NA,NA,NA,NA,0,NA,11,NA,NA
4,7,27,9,3,174,2,1,0,0,0,0,0,11,0,0
7,7,13,29,2,174,1,4.75,0,0,0,0,0,11,0,1
11,NA,26,30,4,174,1,2,0,0,0,0,0,11,0,1
8,8,21,21,4,174,2,4.5,0,0,0,0,1,12,NA,1
10,8,28,8,7,174,1,2.5,0,0,0,0,1,12,0,0
7,10,17,5,5,174,2,1,1,0,0,0,1,12,1,1
8,10,16,4,5,174,1,1,0,0,0,0,0,12,1,0
6,10,31,2,4,174,1,1,0,0,0,0,1,11,1,0
7,6,NA,19,2,174,2,NA,0,0,0,0,0,11,0,0
6,8,25,14,3,174,1,2,0,0,0,0,0,11,0,0
11,8,28,11,3,153,2,3,1,0,1,0,0,16,0,0
6,5,20,NA,3,16,4,4.5,1,0,0,0,1,15,0,NA
4,10,NA,9,7,174,1,1,0,0,0,0,1,11,0,1
6,7,28,4,2,174,1,1.25,0,0,0,0,1,12,0,0
NA,8,21,12,6,174,1,2.25,0,0,0,0,0,12,1,0
9,9,30,1,6,16,1,1.25,1,0,0,0,1,15,0,0
11,9,23,9,4,174,1,1.5,0,0,0,0,1,11,0,0
9,8,26,11,1,16,1,2.25,0,0,0,0,0,16,1,0
8,7,21,16,1,174,1,2,0,0,0,0,0,11,0,1
11,4,17,17,3,16,1,3.5,0,0,1,0,1,16,0,1
11,5,23,17,3,16,1,2.25,0,0,1,0,1,15,0,0
8,7,24,14,4,16,1,3.5,0,0,0,0,1,15,1,1
12,10,33,1,4,16,1,1,1,0,0,0,1,15,0,0
10,9,24,7,7,16,1,2,0,0,0,0,1,15,0,0
7,5,29,8,7,16,2,1.75,0,0,0,0,0,15,0,0
8,4,19,13,7,16,2,3.75,0,0,1,0,0,16,0,0
7,8,26,9,2,16,2,2,0,0,1,0,0,15,0,0
10,7,18,15,2,16,2,2,0,0,0,0,0,16,0,0
11,7,22,19,5,16,2,4,0,0,0,0,1,15,0,0
10,9,27,11,4,16,1,2.75,0,1,0,0,1,15,0,0
12,6,25,5,1,16,1,1,0,0,0,0,0,16,1,0
10,8,25,4,3,16,1,1,0,0,0,0,0,15,0,0
5,5,15,17,NA,16,4,3.25,0,0,0,0,NA,15,0,1
5,4,25,6,3,16,1,2.25,0,0,0,0,1,15,1,0
9,10,35,5,5,16,2,1,0,0,0,0,0,15,0,0
11,3,15,15,3,102,2,4.5,0,0,0,0,0,13,1,NA
9,5,18,17,5,102,2,2.25,0,0,1,0,1,13,0,0
9,9,28,13,5,102,2,3.25,1,0,0,0,1,13,0,1
11,5,12,29,7,102,NA,5,0,0,1,0,1,13,1,1
13,9,27,15,3,102,2,3.25,0,0,0,0,0,14,0,0
10,9,27,11,5,102,1,1.75,0,0,0,0,1,13,0,0
11,10,22,13,3,102,1,1,0,0,0,0,1,14,1,0
9,4,NA,22,NA,102,2,3,0,0,0,0,0,13,0,NA
11,6,24,13,6,102,1,3.25,0,0,1,0,1,13,0,0
NA,0,15,20,7,102,1,5,0,NA,NA,0,1,NA,0,1
11,8,26,9,1,102,2,1.75,1,0,1,0,0,13,0,0
7,7,19,26,0,102,1,4.25,0,0,0,0,0,13,0,0
7,6,21,21,7,102,1,3,0,0,NA,0,1,14,0,0
12,3,13,30,7,102,2,5,1,0,1,0,1,14,0,1
5,7,23,21,1,102,2,4.25,0,0,0,0,0,14,0,1
3,9,16,23,1,102,1,2.75,0,0,0,0,0,12,0,0
10,7,21,14,4,16,2,2.25,0,0,NA,0,1,16,0,NA
7,8,NA,8,3,102,1,1.25,0,0,0,0,0,13,1,0
5,7,NA,16,NA,102,1,NA,0,1,0,1,1,13,0,NA
NA,9,31,2,7,102,2,1,0,0,0,0,1,12,0,NA
12,5,20,13,3,102,2,2.25,0,0,0,0,0,14,0,0
10,5,20,23,1,102,2,3.5,0,0,0,0,1,14,0,1
10,8,26,6,5,102,2,1.5,0,0,0,0,1,12,0,0
9,9,25,6,5,102,2,2.75,0,0,0,0,0,12,0,0
8,8,27,17,7,102,1,3.75,1,0,0,0,0,12,0,0
11,9,27,4,6,102,1,1,0,0,0,0,1,13,0,0
10,8,29,13,7,102,2,2.25,1,0,0,0,1,12,0,0
9,8,NA,12,4,16,1,1,0,0,0,0,0,15,0,0
13,5,14,22,6,16,1,4.25,0,0,0,0,1,16,0,1
6,8,21,10,4,102,2,2.75,0,0,0,0,1,12,0,0
13,10,28,10,4,102,1,1.25,1,0,1,0,1,13,0,0
13,10,28,9,3,102,2,2,1,0,1,0,0,13,0,0
8,4,17,27,1,102,2,4.75,0,0,0,0,0,13,1,1
10,3,19,26,7,102,2,4.5,0,0,0,0,1,12,1,1
10,10,26,2,7,102,1,1.25,0,0,0,0,1,12,0,0
6,3,19,18,4,16,2,4.25,0,1,1,1,0,15,0,0
8,10,35,3,5,16,2,1,0,0,0,0,1,16,0,0
7,5,NA,19,7,16,2,NA,0,0,0,0,0,16,0,1
11,8,31,15,3,16,2,2.75,0,0,1,0,0,15,0,0
6,5,25,22,2,16,2,3.5,0,1,0,0,0,15,0,0
10,3,24,18,7,16,1,4.75,0,0,1,0,1,16,0,0
12,8,25,14,4,16,2,4,1,0,0,0,1,16,0,0
4,8,28,11,4,16,1,1.75,0,0,0,0,1,NA,0,1
10,4,11,20,5,16,2,3.5,0,0,1,0,0,16,0,1
NA,NA,17,26,NA,16,2,3,0,0,1,0,0,16,0,1
9,6,27,7,5,16,2,1.5,1,0,1,0,1,15,0,0
8,5,16,21,3,102,1,4.5,0,0,0,0,1,13,0,1
11,10,NA,NA,NA,16,2,1.25,NA,NA,NA,NA,NA,15,0,NA
5,5,27,16,7,16,1,NA,0,0,1,0,1,16,0,0
NA,6,22,8,4,16,1,2.75,0,0,0,0,1,16,0,0
NA,NA,NA,NA,NA,16,1,NA,NA,0,0,0,NA,NA,NA,NA
6,2,17,26,2,16,2,3.75,0,0,1,0,0,15,0,1
5,6,25,15,7,16,1,3.25,0,0,0,0,1,16,1,0
10,6,21,14,1,16,1,2,0,0,0,0,0,16,1,0
13,9,28,3,5,16,1,2,0,0,1,0,1,15,0,0
9,6,15,23,4,16,2,3.75,0,0,0,0,0,16,0,NA
6,10,25,9,5,16,1,4,0,0,0,0,1,16,1,0
10,8,28,3,5,102,1,1,0,0,0,0,1,13,0,0
7,7,18,10,3,16,2,2.25,0,0,0,0,1,16,0,0
11,10,35,NA,7,102,1,1,1,0,0,0,1,13,0,0
10,4,NA,20,7,102,2,5,NA,0,0,0,1,12,0,NA
11,7,NA,11,NA,16,1,NA,1,0,0,0,0,16,0,0
12,4,19,21,5,102,2,4.5,0,0,0,0,1,12,0,1
9,8,25,18,5,102,1,NA,1,0,0,0,1,12,0,1
7,4,19,31,3,16,8,4.5,0,NA,0,0,1,15,0,1
6,5,17,26,4,16,2,4.75,0,0,1,0,1,15,0,NA
9,3,15,25,4,16,2,4.75,0,0,1,0,0,15,0,0
10,7,19,21,5,16,2,4,0,0,1,0,0,15,0,0
11,6,22,5,3,16,1,NA,0,0,0,0,1,16,0,0
7,6,25,7,4,16,1,1.25,0,0,0,0,0,15,0,0
8,9,33,6,7,16,1,1.5,0,0,0,0,1,15,0,0
5,9,27,2,4,16,2,1.25,0,0,0,0,0,16,0,0
6,7,15,17,5,16,2,2.25,0,NA,1,0,1,15,0,0
8,3,23,14,4,16,1,3.75,1,0,0,0,0,15,0,0
NA,6,31,19,NA,102,1,2.25,1,0,0,0,1,12,0,1
9,7,29,9,7,16,2,1.25,0,NA,1,0,1,15,0,0
9,7,14,14,7,16,1,2,0,0,0,0,1,15,0,0
8,8,28,6,4,16,1,1.5,0,0,0,0,0,15,0,0
9,7,29,13,1,16,3,2.25,0,0,1,0,0,16,0,1
7,10,35,8,NA,16,1,1.25,0,0,0,0,1,15,0,0
NA,8,24,11,4,16,1,4.25,1,0,0,0,1,15,1,0
7,6,26,9,6,16,1,1.75,0,0,0,0,1,15,0,0
NA,4,NA,NA,NA,16,2,2,0,0,0,0,NA,15,0,0
6,9,25,15,NA,16,1,1,1,0,0,0,0,15,0,1
9,7,28,3,7,16,1,1,0,0,0,0,1,15,0,0
6,6,22,25,3,16,4,4.5,1,0,0,NA,1,15,0,1
10,2,9,22,NA,16,2,4.5,0,1,1,1,NA,15,0,0
10,9,24,11,1,16,1,2.5,1,0,0,0,0,15,0,0
12,9,24,6,7,16,2,2.5,0,0,NA,0,1,15,0,1
10,6,20,27,5,16,2,3.5,1,0,0,0,1,15,0,1
12,5,16,18,3,16,2,4.5,0,0,1,0,1,15,0,0
9,6,28,6,7,16,2,1,0,0,0,0,1,16,0,0
7,7,32,4,4,16,2,1.5,1,0,0,0,1,15,0,0
6,3,22,22,5,16,2,4.5,0,0,1,0,1,15,0,1
12,8,29,9,7,16,2,3.25,1,0,0,0,1,16,0,0
8,10,13,26,0,16,6,4.75,0,0,0,0,0,15,0,1
NA,7,21,13,2,16,2,2.25,0,0,1,0,0,16,0,0
10,6,20,21,2,16,1,4.75,1,0,0,0,0,NA,1,0
12,10,28,4,7,16,2,1.25,0,0,0,0,1,15,0,0
7,6,20,13,2,16,2,3.25,0,0,0,0,1,15,0,0
NA,10,NA,10,6,16,1,1.25,0,0,0,0,1,15,0,NA
5,3,12,27,6,16,2,4,0,1,1,1,0,16,0,1
5,4,18,14,2,16,2,NA,0,0,0,0,0,15,1,1
9,10,28,1,5,16,1,1,1,0,0,0,1,16,0,0
4,8,27,14,7,16,1,2.25,0,0,0,0,1,15,0,0
NA,9,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3,7,27,7,16,2,5,0,0,0,0,1,15,0,1
8,5,18,14,3,16,1,2.75,0,0,1,0,1,15,0,NA
9,4,13,NA,5,16,2,4.75,0,0,1,0,0,16,0,NA
11,7,21,18,0,16,2,3.25,0,0,1,0,0,16,0,0
10,7,30,NA,1,16,2,1.75,0,0,0,0,0,16,0,1
7,8,28,6,3,16,1,NA,0,0,0,0,0,16,0,0
11,8,24,15,7,16,1,3.75,0,0,0,0,1,16,0,1
11,7,20,31,4,16,2,4.75,0,0,0,0,1,15,1,1
10,5,31,22,7,16,2,4,0,1,0,NA,1,15,1,0
11,8,20,9,5,16,1,1,0,0,1,0,0,15,0,0
10,8,28,3,7,16,1,1,1,0,1,0,1,16,0,0
6,5,18,27,4,16,2,4,0,0,NA,NA,1,15,0,NA
7,6,20,19,1,16,2,3,0,0,1,0,NA,15,0,1
8,7,26,3,2,16,2,2,0,0,1,0,0,15,0,1
9,5,22,NA,NA,16,1,NA,NA,NA,NA,NA,NA,15,1,NA
10,7,28,20,3,16,1,1.5,0,0,1,1,1,16,0,1
10,8,21,20,7,16,1,2,1,0,0,0,1,16,0,0
4,9,29,16,2,16,2,2,0,0,0,0,0,16,0,1
10,8,23,7,4,16,1,2.75,0,0,0,0,1,16,0,0
10,6,17,11,7,16,2,3,0,0,0,0,1,15,0,1
7,5,21,14,3,16,1,2.75,0,NA,0,0,1,15,1,0
7,8,21,9,5,16,1,2.25,0,0,0,0,1,15,0,0
6,3,12,15,0,16,2,4.25,0,1,0,0,0,16,0,0
5,6,27,11,4,16,3,3.25,0,0,0,0,1,16,0,0
4,5,20,21,7,16,2,NA,0,1,1,1,0,15,0,1
9,2,18,21,7,16,2,3.25,0,0,0,0,0,16,0,0
13,9,32,0,4,16,1,1,0,0,1,0,1,15,0,0
7,9,35,9,6,16,1,1.75,0,0,0,0,1,15,NA,0
8,6,19,16,1,16,1,3,0,0,0,0,0,15,0,1
11,7,25,22,7,16,5,5,1,0,0,0,1,15,0,1
12,8,25,16,0,16,1,2.25,0,0,0,0,0,15,0,0
NA,6,NA,NA,NA,16,2,4.75,0,0,0,0,1,15,NA,0
8,NA,NA,18,4,16,2,NA,0,0,0,0,1,15,0,NA
13,8,26,NA,5,16,1,2.75,1,NA,1,1,1,16,0,NA
9,8,34,4,6,16,1,1,0,0,0,0,1,15,0,0
10,5,21,NA,4,16,1,2.75,0,0,1,0,1,16,0,0
10,8,34,8,7,16,1,2.5,1,0,0,0,1,16,0,0
8,10,22,NA,3,16,NA,NA,1,1,0,1,1,15,1,NA
7,6,26,16,6,16,2,3,1,0,0,0,1,16,1,0
6,6,17,16,3,16,1,4,0,1,1,0,1,16,0,0
8,3,14,31,0,16,6,4.25,0,0,0,0,0,16,1,1
10,5,24,20,3,16,2,4,1,1,1,0,1,16,0,1
9,6,22,14,3,16,2,3,1,0,0,0,1,15,0,0
6,7,23,11,2,16,1,2.25,0,0,1,0,1,16,0,0
3,2,19,19,2,16,2,4,0,0,0,NA,0,15,0,1
10,5,17,10,3,16,1,NA,0,0,1,NA,NA,16,0,0
8,6,24,13,5,16,2,3.75,0,0,0,0,1,15,1,0
4,5,18,14,4,16,2,4,0,0,1,0,1,16,0,0
NA,2,9,NA,NA,16,NA,NA,1,0,0,0,NA,16,0,1
13,10,28,30,5,16,1,1.25,1,0,1,0,1,15,0,0
11,7,19,15,7,16,2,3.25,0,0,0,0,0,15,0,0
8,7,19,9,5,16,2,3.25,0,0,0,0,0,15,0,0
6,7,17,13,4,16,3,2.75,1,0,1,0,0,15,0,0
9,8,25,13,4,16,2,2.25,0,0,0,0,1,16,0,0
13,7,21,21,6,16,2,4,0,0,1,0,0,16,0,0
7,7,27,17,1,16,2,2.25,0,0,0,0,0,15,0,1
11,8,25,7,6,16,1,2,1,0,1,0,1,15,0,0
12,10,24,14,7,16,1,1.75,0,0,0,0,1,15,0,1
8,5,26,19,6,16,1,3.25,0,0,0,NA,1,15,0,0
9,8,25,13,2,16,2,NA,1,0,0,0,0,16,0,0
8,7,21,18,7,16,1,2.75,1,0,0,0,1,15,0,0
11,5,22,26,1,16,2,4.75,0,1,1,0,0,15,1,0
13,7,20,10,0,16,2,2.25,0,0,1,0,NA,15,0,0
8,7,28,17,7,16,1,4,1,0,0,0,1,15,0,0
9,9,28,3,6,16,1,1,0,0,0,0,1,NA,0,0
7,6,20,16,7,16,1,4,0,0,1,0,1,16,0,1
11,2,14,21,5,16,1,4,0,0,0,0,1,15,0,1
7,9,24,8,7,16,1,1,0,0,0,0,0,16,0,0
5,1,15,22,2,16,2,5,0,0,1,0,0,15,0,1
9,9,32,NA,3,16,1,2,0,0,1,0,1,15,0,0
10,9,28,9,6,16,1,1.75,0,0,0,0,0,15,0,0
9,8,27,7,3,16,2,2.25,0,0,0,0,1,15,0,0
10,9,NA,14,7,16,2,2.75,0,0,0,0,1,15,0,0
